IP地址,已发送,已接收,丢包率,平均延迟,下载速度（MB/s）,地区码,端口
185.104.250.157,4,3,0.25,231.33,5.17,ARN,443
91.84.98.171,4,4,0,250.72,5.16,AMS,443
95.169.192.231,4,4,0,180.21,5.16,AMS,8443
212.87.222.247,4,4,0,238.29,5.16,HEL,8443
89.110.69.51,4,4,0,280.97,5.15,AMS,443
94.230.184.94,4,4,0,223.78,5.14,BEG,2053
45.85.93.21,4,4,0,179.45,5.14,LYS,443
89.46.42.106,4,4,0,195.65,5.14,BTS,443
185.255.135.99,4,1,0.75,350.83,5.13,DME,443
195.200.17.70,4,4,0,225.63,5.12,AMS,8443
91.84.111.44,4,4,0,249.24,5.1,AMS,443
188.253.23.218,4,4,0,283.49,5.07,RIX,443
78.142.230.231,4,4,0,242.93,5.05,AMS,8443
195.93.253.207,4,4,0,258.65,5.05,AMS,2053
195.123.210.184,4,3,0.25,290.42,5.05,ARN,8443
188.213.168.52,4,4,0,210.44,5.04,FCO,443
178.23.190.125,4,4,0,218.74,5.04,AMS,443
194.87.115.52,4,4,0,259.97,5.04,AMS,443
45.144.232.27,4,4,0,284.81,5.02,AMS,443
132.145.77.22,4,4,0,232.62,5.02,LHR,8000
185.157.214.29,4,4,0,273.09,5.02,AMS,8443
91.184.248.197,4,4,0,284.85,5.02,FRA,2053
140.238.225.218,4,1,0.75,222.28,5.01,BOM,80
77.110.98.232,4,4,0,286.84,5,FRA,8443
64.176.188.144,4,4,0,200.35,5,MAN,2083
46.17.43.237,4,4,0,172.03,4.99,DME,54596
77.105.137.63,4,4,0,180.18,4.99,AMS,2053
185.162.126.185,4,4,0,226.5,4.99,TLV,443
91.149.219.49,4,4,0,286.64,4.99,HEL,443
46.8.229.109,4,4,0,273.99,4.98,AMS,8443
164.215.97.12,4,4,0,295.07,4.98,HEL,443
95.215.8.237,4,3,0.25,261.36,4.98,AMS,8443
89.110.116.183,4,4,0,256.65,4.96,AMS,2053
46.8.229.109,4,4,0,244.19,4.96,AMS,8443
212.87.220.98,4,4,0,241.3,4.95,AMS,443
213.148.1.150,4,4,0,245.41,4.95,ALA,8443
212.80.205.244,4,4,0,274.84,4.95,TLV,2053
89.110.100.74,4,4,0,245.49,4.94,AMS,443
109.248.162.188,4,4,0,250.27,4.93,AMS,443
45.82.14.221,4,4,0,223.71,4.93,DME,443
185.17.2.103,4,4,0,233.75,4.93,ARN,2053
91.84.100.152,4,4,0,235.28,4.92,AMS,443
109.120.186.137,4,4,0,262.13,4.92,FRA,2053
94.156.116.239,4,4,0,305.43,4.91,ARN,8443
212.34.152.234,4,4,0,270.34,4.9,AMS,2053
188.132.232.192,4,4,0,298.14,4.89,IST,8443
37.32.126.241,4,4,0,233.03,4.89,IST,443
185.121.232.7,4,4,0,239.96,4.88,AMS,8443
93.183.127.40,4,4,0,261.21,4.87,AMS,443
188.124.56.158,4,4,0,284.04,4.86,FRA,8443
185.94.164.106,4,4,0,290.1,4.86,AMS,443
212.34.141.125,4,4,0,234.99,4.86,AMS,443
109.107.166.23,4,4,0,270.81,4.86,AMS,443
89.46.239.237,4,4,0,250.92,4.85,TLV,8443
194.60.132.103,4,4,0,258.74,4.85,AMS,443
45.149.235.55,4,4,0,252.43,4.85,FRA,443
147.45.139.9,4,4,0,271.55,4.84,AMS,443
45.142.215.61,4,4,0,215.52,4.83,RIX,443
193.148.58.72,4,4,0,233.79,4.83,ARN,2053
89.110.81.144,4,4,0,258.26,4.83,AMS,443
62.3.12.185,4,4,0,208.77,4.82,IST,443
91.149.219.230,4,4,0,295.94,4.81,ARN,8443
185.23.236.111,4,4,0,288.97,4.8,ARN,443
77.73.71.196,4,4,0,282.12,4.79,VNO,443
195.200.30.85,4,4,0,249.17,4.78,AMS,8443
46.149.73.96,4,4,0,170.54,4.78,DME,2053
46.8.229.218,4,4,0,269.35,4.77,AMS,2053
185.146.234.49,4,4,0,228.68,4.77,KEF,443
64.188.76.196,4,3,0.25,386.86,4.77,ARN,443
195.135.252.148,4,4,0,279.76,4.76,VNO,2053
93.93.119.91,4,4,0,251.55,4.76,MAD,443
45.88.67.37,4,4,0,238.24,4.75,AMS,8443
212.34.148.220,4,4,0,271.9,4.75,AMS,8443
185.244.219.83,4,4,0,213.44,4.75,AMS,8443
109.120.132.115,4,2,0.5,319.27,4.74,FRA,443
213.108.199.59,4,4,0,225.09,4.73,AMS,443
91.149.202.142,4,4,0,229.77,4.71,LHR,443
109.176.207.168,4,4,0,272.05,4.71,AMS,443
195.133.40.41,4,4,0,294.14,4.7,ARN,443
45.14.165.234,4,4,0,293.35,4.69,HEL,443
212.192.217.111,4,4,0,256.46,4.69,AMS,2053
89.110.83.125,4,4,0,236.56,4.68,AMS,8443
91.84.98.166,4,4,0,278.1,4.68,AMS,443
5.34.211.150,4,4,0,294,4.68,VNO,443
206.189.99.40,4,4,0,255.05,4.67,AMS,433
77.246.102.229,4,4,0,188.84,4.67,AMS,8443
212.237.219.24,4,4,0,225.99,4.67,HEL,443
193.3.168.212,4,4,0,191.52,4.66,AMS,443
91.84.103.205,4,4,0,242.32,4.65,AMS,8443
91.84.101.194,4,4,0,265.69,4.64,AMS,8443
91.84.98.85,4,4,0,244.31,4.64,AMS,443
46.149.77.214,4,4,0,179.46,4.64,DME,2053
92.118.169.77,4,4,0,241.21,4.64,AMS,8443
194.147.115.149,4,1,0.75,252.84,4.64,AMS,443
185.121.235.202,4,4,0,252.59,4.63,AMS,443
77.238.253.5,4,4,0,243.5,4.63,AMS,443
147.45.43.58,4,4,0,250.52,4.61,FRA,2053
83.147.254.36,4,4,0,309.64,4.6,FRA,443
212.111.88.212,4,4,0,248.74,4.6,AMS,443
89.110.113.50,4,4,0,248.41,4.6,AMS,443
188.208.197.10,4,4,0,360.94,4.59,AMS,8443
103.7.54.77,4,4,0,228.64,4.58,AMS,8443
91.84.105.41,4,4,0,258.48,4.58,AMS,443
176.222.55.17,4,4,0,199.82,4.58,AMS,443
46.17.97.105,4,4,0,186.84,4.57,AMS,443
194.0.194.238,4,4,0,270.28,4.57,AMS,443
89.169.10.12,4,3,0.25,290.16,4.57,LHR,443
212.6.44.203,4,4,0,307.47,4.55,RIX,443
91.84.105.79,4,4,0,256.35,4.55,AMS,443
69.12.83.249,4,4,0,293.91,4.55,WAW,8443
185.142.99.65,4,2,0.5,243.5,4.54,AMS,8443
132.226.163.224,4,4,0,356.3,4.54,GRU,8443
89.110.83.132,4,4,0,243.32,4.49,AMS,443
91.227.77.40,4,4,0,306.82,4.49,SOF,8443
77.221.141.119,4,3,0.25,294.76,4.47,FRA,443
130.162.193.183,4,4,0,331.82,4.46,MEL,15401
95.215.8.34,4,4,0,234.87,4.44,AMS,443
94.177.51.164,4,3,0.25,316.41,4.44,AMS,443
5.182.36.223,4,3,0.25,180.3,4.44,ZRH,443
91.149.243.34,4,4,0,285.09,4.44,MAD,443
91.84.111.217,4,4,0,233.87,4.44,AMS,443
91.90.193.159,4,4,0,164.8,4.43,LYS,443
185.104.63.203,4,4,0,270.95,4.43,FRA,443
91.215.153.85,4,4,0,295.91,4.41,SOF,443
194.4.49.85,4,4,0,179.3,4.4,CDG,443
45.142.215.242,4,4,0,186.16,4.4,RIX,8443
193.106.150.148,4,3,0.25,194.86,4.4,AMS,8443
89.22.235.182,4,4,0,279.9,4.4,FRA,8443
91.186.219.143,4,3,0.25,271.59,4.4,FRA,2053
217.144.186.102,4,4,0,273.19,4.4,FRA,2053
91.84.101.87,4,4,0,251.11,4.39,AMS,443
5.182.38.70,4,4,0,235.61,4.39,BUD,443
104.249.40.219,4,4,0,283.72,4.39,AMS,443
38.180.85.203,4,4,0,204.4,4.37,MXP,443
51.15.105.75,4,4,0,216.46,4.36,AMS,2053
83.217.210.42,4,4,0,214.23,4.35,TLL,443
83.147.192.190,4,4,0,258.91,4.33,FRA,443
94.228.113.169,4,4,0,205.04,4.33,ARN,443
147.45.124.210,4,4,0,166.68,4.33,SJC,443
89.147.108.252,4,4,0,292.93,4.32,KEF,443
185.232.204.31,4,4,0,287.34,4.31,HEL,443
193.109.84.206,4,3,0.25,236.42,4.31,HEL,443
194.87.27.183,4,4,0,278.29,4.28,FRA,443
193.181.29.120,4,3,0.25,225.03,4.25,ARN,443
5.34.212.179,4,4,0,304.66,4.25,VNO,8443
83.147.254.17,4,3,0.25,255.85,4.24,FRA,443
80.66.87.223,4,4,0,277.44,4.23,FRA,2053
77.246.104.245,4,4,0,185.62,4.22,AMS,443
212.118.40.20,4,4,0,170.54,4.21,AMS,8443
89.185.82.124,4,4,0,289.19,4.21,SOF,8443
185.244.48.190,4,4,0,234.34,4.2,AMS,2053
77.238.252.50,4,4,0,227.45,4.19,AMS,8443
194.87.200.151,4,4,0,262.84,4.18,AMS,8443
91.197.3.157,4,4,0,301.8,4.16,VNO,443
46.17.98.21,4,4,0,190.03,4.16,AMS,587
193.233.16.39,4,4,0,243.67,4.15,FRA,443
45.15.127.213,4,4,0,205.18,4.14,ARN,443
185.58.207.112,4,4,0,204.85,4.14,ARN,443
45.134.48.53,4,4,0,303.25,4.13,VIE,2053
89.110.70.181,4,4,0,292.66,4.12,AMS,8443
194.87.208.209,4,4,0,273.17,4.11,AMS,443
212.34.135.103,4,4,0,239.01,4.11,AMS,443
89.150.59.115,4,4,0,208.21,4.11,AMS,8443
212.113.106.125,4,4,0,289.4,4.11,FRA,8443
172.234.99.142,4,4,0,220.15,4.1,ARN,443
176.222.55.163,4,4,0,201.03,4.09,AMS,443
185.18.52.77,4,4,0,216.47,4.08,AMS,2053
45.87.154.216,4,4,0,182.01,4.07,AMS,443
81.19.139.20,4,4,0,230.67,4.07,ARN,443
212.34.130.52,4,4,0,223.47,4.06,AMS,443
82.148.2.86,4,4,0,294.5,4.05,FRA,443
95.169.192.235,4,1,0.75,194.28,4.05,AMS,443
103.7.54.214,4,4,0,194.04,4.05,AMS,443
89.110.125.232,4,4,0,264.29,4.04,AMS,2053
194.0.194.222,4,4,0,231.05,4.03,AMS,443
95.85.89.70,4,4,0,227.55,4.03,MAD,81
194.164.33.2,4,4,0,288.27,4.03,AMS,443
89.110.101.148,4,4,0,254.05,4.01,AMS,2053
193.124.188.231,4,4,0,280.52,4.01,AMS,2053
77.221.143.56,4,2,0.5,334.98,4,FRA,2053
94.23.147.223,4,3,0.25,261.65,4,CDG,2053
213.159.68.140,4,4,0,209.48,3.99,ARN,8443
31.192.239.68,4,4,0,241.77,3.98,AMS,8443
185.18.52.77,4,4,0,185.85,3.97,AMS,2053
180.149.37.38,4,4,0,209.25,3.97,BUD,8443
209.250.255.90,4,4,0,178.73,3.96,AMS,443
80.211.231.169,4,4,0,229.16,3.96,FCO,443
185.137.235.254,4,4,0,299.95,3.95,DME,443
147.45.225.228,4,2,0.5,265.77,3.95,AMS,443
194.87.26.132,4,4,0,301.91,3.94,AMS,443
89.110.120.24,4,4,0,254.05,3.93,AMS,8443
212.34.146.27,4,4,0,225.77,3.93,AMS,443
178.253.23.221,4,4,0,246.99,3.93,AMS,2053
185.230.190.29,4,4,0,289.67,3.92,ARN,443
77.83.175.173,4,4,0,185.97,3.92,AMS,2053
40.177.65.8,4,4,0,215.75,3.92,YYC,443
193.148.59.161,4,4,0,215.26,3.91,ARN,443
92.118.169.4,4,4,0,242.65,3.9,AMS,56149
91.84.107.47,4,4,0,247.52,3.89,AMS,443
195.133.63.151,4,4,0,284.19,3.88,AMS,443
195.200.26.225,4,4,0,254.31,3.88,AMS,443
185.247.18.250,4,4,0,245.16,3.88,AMS,443
185.245.106.205,4,4,0,282.74,3.88,AMS,443
45.133.216.88,4,4,0,204.58,3.88,RIX,8443
46.149.78.144,4,4,0,196.88,3.88,DME,8443
2.59.165.35,4,4,0,288.11,3.87,LED,443
217.144.185.221,4,4,0,293.17,3.87,FRA,443
152.69.174.99,4,3,0.25,314.75,3.86,SYD,25248
77.238.255.142,4,4,0,248.91,3.86,AMS,8443
45.12.255.202,4,4,0,177.74,3.86,AMS,443
185.209.162.2,4,3,0.25,281.09,3.85,AMS,8443
217.114.7.97,4,4,0,254.37,3.85,ARN,2053
92.242.164.156,4,4,0,289.24,3.84,HEL,443
81.22.132.44,4,4,0,177.63,3.84,AMS,443
193.3.168.139,4,4,0,207.5,3.84,AMS,2053
178.157.82.110,4,4,0,287.43,3.84,LHR,2053
45.12.146.136,4,4,0,219.61,3.84,HEL,8443
152.53.117.18,4,4,0,201.76,3.83,FRA,2010
91.84.106.58,4,4,0,243.32,3.83,AMS,443
66.151.33.42,4,4,0,190.52,3.82,AMS,443
185.31.200.5,4,4,0,272.16,3.82,AMS,8443
194.58.33.115,4,4,0,278.42,3.81,FRA,443
91.84.103.191,4,4,0,258.57,3.81,AMS,8443
45.8.145.149,4,4,0,204.79,3.8,AMS,443
77.238.231.164,4,4,0,249.27,3.8,AMS,443
93.183.69.225,4,4,0,215.37,3.8,AMS,443
94.156.35.144,4,4,0,230.27,3.8,SOF,18836
91.184.243.7,4,4,0,340.88,3.8,FRA,2053
194.87.62.139,4,4,0,250.97,3.8,AMS,443
193.124.180.218,4,4,0,249.39,3.79,HEL,8443
91.210.166.145,4,4,0,266.43,3.79,SOF,443
152.53.107.138,4,4,0,164.73,3.79,AMS,8443
185.220.204.87,4,3,0.25,225.06,3.78,AMS,443
194.15.46.50,4,4,0,234.6,3.78,AMS,443
185.193.102.119,4,4,0,290.79,3.78,HEL,443
104.194.140.98,4,4,0,234.21,3.77,LHR,8443
83.217.9.110,4,3,0.25,322.22,3.76,IST,24443
31.15.19.21,4,4,0,269.68,3.76,AMS,443
185.104.63.202,4,4,0,264.47,3.75,FRA,443
212.87.220.225,4,4,0,262.35,3.75,AMS,443
62.133.63.61,4,4,0,310.01,3.75,IST,443
37.128.207.194,4,4,0,298.52,3.75,VNO,443
45.12.146.136,4,4,0,204.95,3.74,ARN,8443
188.253.23.30,4,4,0,288.21,3.73,VNO,443
87.236.146.76,4,3,0.25,363.95,3.73,FRA,443
146.0.79.124,4,4,0,215.9,3.73,AMS,443
89.110.82.148,4,4,0,231.81,3.72,AMS,8443
185.235.16.12,4,3,0.25,238.2,3.71,MRS,443
31.57.62.60,4,2,0.5,285.15,3.7,ARN,2053
213.159.76.175,4,4,0,243.69,3.7,EVN,443
185.232.171.125,4,4,0,295.24,3.7,SOF,8443
159.253.120.204,4,4,0,235.35,3.69,OTP,443
212.193.1.208,4,4,0,273.73,3.69,AMS,443
185.128.106.89,4,4,0,179.87,3.69,ARN,443
185.198.167.93,4,4,0,164.23,3.69,AMS,2053
193.109.69.214,4,4,0,174.28,3.68,AMS,443
95.169.192.235,4,4,0,166.83,3.68,AMS,443
38.180.209.40,4,4,0,308.14,3.68,IST,2053
54.229.164.147,4,4,0,228.25,3.68,DUB,2053
95.217.184.234,4,4,0,307.34,3.68,FRA,2053
89.110.73.22,4,4,0,231.75,3.66,AMS,2053
185.180.223.10,4,4,0,168.04,3.66,AMS,10081
89.150.35.60,4,4,0,194.47,3.66,AMS,443
77.105.138.126,4,4,0,162.33,3.65,DME,2053
194.54.157.81,4,4,0,214.55,3.64,AMS,443
54.220.80.89,4,4,0,178.87,3.64,DUB,2053
92.42.96.183,4,4,0,236.42,3.63,FRA,443
46.17.97.176,4,4,0,200.65,3.63,AMS,443
185.103.255.111,4,4,0,280.92,3.63,AMS,8443
95.163.241.219,4,4,0,180.06,3.62,ARN,8443
103.137.250.68,4,4,0,226.8,3.62,AMS,443
93.113.171.10,4,4,0,286.39,3.61,AMS,443
185.70.184.38,4,4,0,193.64,3.61,AMS,443
91.192.102.170,4,4,0,234.31,3.61,ZRH,2053
213.183.63.232,4,4,0,204.45,3.6,SOF,443
163.5.207.235,4,4,0,186.74,3.6,AMS,443
94.198.221.96,4,2,0.5,226.9,3.59,FRA,443
188.132.184.84,4,4,0,301.17,3.59,SOF,8443
83.147.192.158,4,4,0,255.78,3.58,FRA,443
194.147.33.188,4,4,0,373.1,3.58,AMS,443
89.110.102.169,4,4,0,256.78,3.57,AMS,2053
45.159.251.8,4,4,0,234.71,3.57,MAD,81
85.90.196.11,4,4,0,284.94,3.57,OTP,443
89.22.236.205,4,4,0,324.5,3.56,FRA,443
64.176.163.9,4,4,0,257.05,3.56,TLV,8443
91.223.123.210,4,4,0,182.86,3.55,AMS,443
80.85.246.45,4,4,0,247.59,3.55,AMS,2053
91.186.219.214,4,4,0,274.15,3.55,FRA,443
51.20.99.157,4,4,0,222.47,3.55,ARN,443
45.129.185.79,4,4,0,225.41,3.53,EVN,443
80.211.192.36,4,4,0,184.41,3.48,PRG,2053
185.18.55.220,4,4,0,217.13,3.48,AMS,443
147.45.136.232,4,4,0,252.8,3.47,AMS,8443
31.15.19.106,4,4,0,283.77,3.46,AMS,443
212.227.90.142,4,4,0,246.02,3.45,MAD,443
185.245.105.178,4,4,0,231.27,3.44,AMS,443
89.169.34.214,4,4,0,261.67,3.42,FRA,443
185.209.161.243,4,4,0,303.43,3.42,AMS,443
212.34.140.216,4,4,0,276.95,3.41,AMS,8443
185.227.110.183,4,4,0,254.12,3.41,AMS,2053
5.129.225.172,4,4,0,238.76,3.41,AMS,443
46.226.162.89,4,4,0,279.01,3.4,FRA,2053
43.245.225.176,4,4,0,296.12,3.4,HEL,443
62.3.32.132,4,4,0,306.74,3.38,LCA,443
80.211.192.36,4,4,0,199.31,3.38,PRG,2053
46.149.78.144,4,4,0,177.49,3.37,DME,8443
46.8.229.193,4,4,0,258.14,3.37,AMS,2053
77.91.101.14,4,4,0,225.1,3.36,LHR,443
104.194.134.5,4,3,0.25,266.6,3.35,AMS,443
193.124.225.81,4,4,0,274.84,3.35,HEL,443
45.87.121.7,4,4,0,272.9,3.34,AMS,443
77.110.97.230,4,4,0,340.17,3.34,FRA,443
77.246.96.137,4,4,0,177.49,3.33,DME,443
192.142.53.208,4,4,0,273.08,3.3,AMS,2053
193.124.180.241,4,4,0,244.45,3.3,ARN,443
176.124.199.233,4,4,0,285.83,3.29,FRA,443
91.84.96.186,4,3,0.25,245.44,3.29,AMS,443
185.31.200.184,4,4,0,246.64,3.29,AMS,8443
193.124.180.218,4,4,0,222.14,3.26,HEL,8443
37.128.207.133,4,4,0,287.45,3.26,RIX,443
66.151.42.239,4,4,0,200.99,3.26,AMS,443
212.34.132.122,4,4,0,251.48,3.26,AMS,443
90.156.211.232,4,3,0.25,192.51,3.26,DME,8443
91.192.102.55,4,4,0,206.3,3.25,ZRH,443
83.147.192.101,4,4,0,263.85,3.24,FRA,8443
89.110.127.138,4,4,0,240.7,3.23,AMS,443
185.82.126.64,4,4,0,282.29,3.23,ARN,2053
89.111.172.106,4,4,0,183.37,3.22,ARN,8443
185.200.178.133,4,4,0,238.34,3.21,AMS,443
46.29.239.56,4,4,0,205.57,3.21,AMS,8443
109.71.244.170,4,4,0,251.44,3.21,AMS,443
45.133.245.28,4,4,0,230.7,3.19,ARN,443
2.56.213.131,4,4,0,235.52,3.19,AMS,2053
147.45.152.193,4,4,0,229.98,3.19,AMS,443
185.121.235.251,4,4,0,265.22,3.19,AMS,443
83.217.211.40,4,4,0,242.06,3.19,AMS,443
65.109.192.28,4,4,0,314.88,3.19,FRA,12216
168.100.10.193,4,4,0,210.09,3.17,DUS,8443
88.218.94.37,4,4,0,253.03,3.17,AMS,8443
43.133.110.81,4,3,0.25,335.27,3.16,BKK,443
213.148.26.246,4,4,0,240.55,3.16,ALA,8443
84.252.74.134,4,4,0,186.67,3.15,ARN,8443
5.253.189.62,4,4,0,264.96,3.15,AMS,443
91.84.100.152,4,3,0.25,238.37,3.14,AMS,443
79.137.196.233,4,4,0,290.13,3.14,FRA,443
77.105.160.37,4,4,0,280.56,3.14,AMS,443
38.180.3.73,4,4,0,215.34,3.14,FRA,2053
188.227.86.12,4,4,0,199.36,3.14,AMS,30718
103.231.73.153,4,4,0,213.67,3.13,RIX,443
91.225.218.230,4,4,0,233.4,3.12,TLV,443
91.84.110.245,4,4,0,289.62,3.12,AMS,443
188.227.86.123,4,4,0,157.19,3.12,AMS,2053
194.26.213.108,4,4,0,244.03,3.11,DUB,443
185.245.106.179,4,3,0.25,257.79,3.11,AMS,8443
94.23.72.40,4,4,0,317.29,3.11,CDG,8443
77.221.148.30,4,4,0,275.83,3.11,FRA,2053
103.106.0.123,4,4,0,344.93,3.1,NRT,443
80.85.247.90,4,4,0,281.38,3.09,AMS,443
185.242.107.80,4,4,0,305.39,3.08,RIX,443
193.32.178.156,4,4,0,251.84,3.08,AMS,50025
66.151.35.153,4,4,0,288.46,3.08,HEL,8443
94.23.147.223,4,3,0.25,267.96,3.07,CDG,2053
5.45.112.46,4,4,0,242.49,3.05,TLL,443
94.131.12.56,4,4,0,195,3.04,ZRH,443
193.17.183.6,4,4,0,277.01,3.04,MAD,8443
46.62.139.251,4,4,0,324.72,3.03,FRA,443
89.111.172.106,4,4,0,199.34,3.03,ARN,8443
178.248.75.53,4,3,0.25,269.02,3.03,ARN,443
198.105.124.163,4,4,0,249.59,3.03,ARN,443
103.45.246.200,4,4,0,256.01,3.03,ARN,2053
185.75.135.156,4,4,0,220.35,3.02,HEL,443
89.23.105.115,4,4,0,210.59,3.02,AMS,443
46.243.1.237,4,4,0,216.11,3.02,ARN,443
91.201.112.15,4,4,0,159.69,3.01,DME,443
194.67.204.158,4,4,0,217.59,3.01,ARN,8443
188.227.85.18,4,4,0,241.38,3,AMS,443
194.87.82.235,4,4,0,283.74,2.99,AMS,8443
109.69.58.169,4,4,0,289.98,2.99,FRA,443
45.12.151.34,4,4,0,219.95,2.99,ARN,443
87.239.251.89,4,4,0,234,2.98,HEL,443
62.60.247.217,4,4,0,275.49,2.98,FRA,443
159.253.19.232,4,4,0,250.05,2.98,TLL,443
212.34.142.54,4,4,0,249.96,2.98,AMS,8443
138.124.3.235,4,3,0.25,254.58,2.97,AMS,443
93.183.94.78,4,4,0,243.02,2.97,FRA,6379
79.137.195.150,4,4,0,267.9,2.97,FRA,444
66.248.207.52,4,4,0,201.28,2.97,AMS,443
212.34.132.122,4,4,0,269.5,2.96,AMS,443
46.149.77.214,4,3,0.25,186.76,2.96,AMS,2053
193.109.84.39,4,4,0,220.96,2.96,ARN,443
198.105.124.249,4,4,0,241.81,2.96,ARN,443
194.87.200.151,4,4,0,238.55,2.96,AMS,8443
188.227.107.9,4,4,0,230.28,2.95,AMS,8443
45.90.58.58,4,4,0,186.8,2.95,LYS,81
45.83.21.13,4,4,0,244.41,2.95,AMS,443
94.237.33.207,4,4,0,218.3,2.94,HEL,443
45.86.229.28,4,4,0,289.18,2.93,MAD,443
103.54.18.233,4,4,0,257.38,2.93,AMS,443
109.206.236.216,4,3,0.25,294.41,2.93,ARN,443
77.246.102.30,4,4,0,179.45,2.93,AMS,443
93.115.16.24,4,4,0,180.55,2.92,AMS,8443
143.47.183.211,4,4,0,219.77,2.91,AMS,443
217.154.53.220,4,4,0,230.43,2.91,LHR,443
194.48.140.83,4,4,0,293.28,2.91,ARN,8443
16.16.45.85,4,4,0,206.86,2.9,ARN,8443
91.184.243.149,4,4,0,259.95,2.89,FRA,443
185.186.244.116,4,4,0,216.53,2.89,AMS,443
141.147.114.60,4,4,0,228.23,2.88,LHR,443
89.46.42.174,4,4,0,228.31,2.88,BTS,443
147.45.156.244,4,4,0,286.48,2.87,AMS,8443
188.116.23.125,4,4,0,165.08,2.87,AMS,443
77.105.138.126,4,4,0,181.33,2.86,AMS,2053
103.70.13.72,4,4,0,326.31,2.86,HKG,443
201.16.130.6,4,4,0,344.87,2.86,GRU,443
95.38.132.154,4,4,0,318.01,2.85,FRA,443
45.85.93.96,4,4,0,167.58,2.84,LYS,443
102.210.243.7,4,4,0,414.48,2.84,JNB,443
77.246.110.179,4,4,0,161.8,2.83,AMS,2053
5.34.209.18,4,4,0,279.91,2.82,VNO,8443
45.12.151.185,4,4,0,185.56,2.82,ARN,443
176.222.52.201,4,4,0,170.55,2.81,AMS,443
166.1.22.116,4,4,0,284.07,2.81,AMS,443
91.192.102.155,4,4,0,217.06,2.81,ZRH,8443
109.73.204.202,4,4,0,262.2,2.8,AMS,443
45.87.41.18,4,4,0,212.35,2.8,AMS,443
185.114.72.143,4,3,0.25,279,2.79,MAD,443
103.137.249.207,4,3,0.25,227.21,2.78,AMS,443
45.61.137.103,4,4,0,194.34,2.77,DUS,8443
94.131.114.50,4,4,0,245.76,2.77,TLV,81
31.210.170.108,4,4,0,168.57,2.77,AMS,443
5.253.189.184,4,4,0,278.36,2.76,AMS,443
213.148.1.150,4,4,0,254.57,2.76,ALA,8443
194.147.33.13,4,4,0,281.25,2.76,AMS,443
86.104.73.185,4,3,0.25,251.72,2.76,HEL,443
212.118.40.20,4,4,0,195.24,2.75,DME,8443
77.221.144.41,4,4,0,228.77,2.75,ARN,2053
46.29.237.47,4,4,0,216.75,2.74,AMS,443
195.200.16.101,4,4,0,250.8,2.73,AMS,2053
5.34.211.194,4,4,0,281.73,2.73,VNO,8443
91.84.105.40,4,4,0,251.17,2.73,AMS,443
94.230.184.94,4,4,0,230.18,2.73,BEG,2053
91.200.148.120,4,4,0,239.31,2.72,FRA,443
89.169.8.105,4,4,0,191.78,2.72,AMS,443
176.10.125.114,4,4,0,226.54,2.71,ZRH,443
213.148.10.170,4,4,0,243.51,2.71,ALA,8443
171.22.16.253,4,4,0,261.93,2.7,ZRH,443
80.64.17.209,4,4,0,276.98,2.7,AMS,443
94.156.116.117,4,4,0,294.27,2.69,ARN,2053
217.145.79.186,4,2,0.5,267.51,2.68,ARN,443
212.34.135.33,4,4,0,265.84,2.67,AMS,443
80.85.247.90,4,4,0,249.2,2.67,AMS,443
206.166.251.92,4,4,0,185.23,2.66,DUS,443
31.59.170.192,4,4,0,256.83,2.66,AMS,2053
77.91.127.210,4,4,0,252.41,2.65,AMS,8443
147.45.248.153,4,4,0,250.8,2.65,AMS,8443
103.13.208.242,4,4,0,228.12,2.64,LHR,443
93.152.207.130,4,3,0.25,239.76,2.63,HEL,8443
147.45.72.36,4,4,0,332.78,2.63,FRA,8443
85.255.6.15,4,4,0,185.02,2.63,PRG,443
192.144.39.33,4,4,0,299.48,2.63,VNO,443
91.215.155.140,4,4,0,257.34,2.62,SOF,443
83.219.250.104,4,4,0,214.49,2.62,ARN,8090
103.45.247.67,4,4,0,226.17,2.62,AMS,443
83.147.254.11,4,4,0,303.62,2.61,FRA,443
103.137.250.250,4,4,0,256.96,2.61,AMS,443
103.29.32.66,4,4,0,467.96,2.61,SJC,443
147.45.226.187,4,2,0.5,254.26,2.61,AMS,2053
195.200.29.32,4,4,0,253.99,2.61,AMS,443
91.84.105.253,4,4,0,260.7,2.6,AMS,443
91.84.98.171,4,4,0,245.83,2.6,AMS,443
168.100.9.178,4,4,0,188.13,2.6,DUS,2053
185.244.48.190,4,4,0,202.09,2.59,AMS,2053
194.164.32.62,4,4,0,262.22,2.59,AMS,443
185.82.126.216,4,4,0,304.69,2.58,ARN,2053
91.149.238.31,4,4,0,258.47,2.57,LHR,443
94.23.147.217,4,4,0,301.31,2.57,CDG,2053
91.186.217.29,4,4,0,299.92,2.56,FRA,443
45.12.255.239,4,4,0,179.35,2.56,AMS,443
212.34.128.194,4,4,0,235.01,2.55,AMS,443
83.147.216.170,4,4,0,282.78,2.55,FRA,8443
91.84.106.76,4,4,0,257.4,2.55,AMS,8443
16.63.207.85,4,4,0,186.55,2.54,ZRH,443
178.22.31.165,4,4,0,227.18,2.54,FRA,8443
194.116.216.209,4,4,0,252.17,2.54,AMS,8443
31.57.62.175,4,4,0,323.6,2.52,ARN,2053
185.247.143.104,4,4,0,194.85,2.5,AMS,443
151.236.8.190,4,4,0,187.3,2.49,VIE,443
77.220.212.140,4,4,0,201.27,2.49,AMS,8443
194.53.54.84,4,4,0,246.69,2.49,HEL,2053
