IP地址,已发送,已接收,丢包率,平均延迟,下载速度（MB/s）,地区码,端口
83.219.250.141,4,4,0,206.63,2.48,ARN,443
81.91.214.85,4,4,0,325.94,2.48,PRG,443
38.180.37.96,4,4,0,201.58,2.48,ARN,2053
77.238.248.43,4,4,0,239.88,2.48,AMS,443
77.91.69.51,4,4,0,258.31,2.47,TLV,8443
134.209.148.128,4,4,0,240.72,2.45,BLR,443
45.9.75.173,4,4,0,185.35,2.44,ARN,443
91.84.98.144,4,4,0,261.6,2.44,AMS,443
45.81.225.153,4,4,0,236.32,2.44,AMS,2053
103.7.55.188,4,4,0,181.16,2.44,MXP,443
192.145.30.29,4,4,0,202.42,2.44,ARN,443
91.84.101.56,4,4,0,250.35,2.43,AMS,443
94.103.81.63,4,4,0,196.2,2.43,AMS,443
77.91.69.84,4,4,0,257.92,2.43,TLV,443
188.120.239.45,4,4,0,234.92,2.43,DME,2053
91.227.77.123,4,4,0,301.88,2.42,SOF,8443
212.34.130.145,4,4,0,250.26,2.42,AMS,8443
217.145.79.218,4,4,0,311.2,2.41,ARN,8443
194.87.39.174,4,4,0,299.85,2.4,IST,2053
194.58.109.206,4,4,0,176.96,2.4,ARN,8443
83.147.254.163,4,4,0,272,2.4,FRA,443
185.232.204.222,4,4,0,319.08,2.4,HEL,443
147.45.169.190,4,4,0,251.14,2.39,AMS,8443
79.124.7.236,4,4,0,217.79,2.39,SOF,444
194.85.249.93,4,4,0,196.43,2.37,AMS,443
185.31.200.184,4,4,0,242.49,2.37,AMS,8443
46.62.139.251,4,4,0,349.47,2.37,FRA,443
185.209.22.164,4,4,0,207.29,2.37,AMS,443
93.183.94.78,4,4,0,214.58,2.37,FRA,6379
109.248.163.151,4,3,0.25,286.76,2.36,ARN,443
104.194.140.98,4,4,0,193.68,2.36,LHR,8443
94.131.8.201,4,4,0,210.28,2.36,ATH,81
194.147.149.55,4,4,0,271.9,2.36,AMS,8443
51.89.226.75,4,3,0.25,296.39,2.36,LHR,2083
89.110.127.138,4,4,0,243.21,2.35,AMS,443
212.22.74.52,4,4,0,250.16,2.34,AMS,8443
45.80.209.25,4,4,0,200.01,2.34,AMS,81
125.7.24.251,4,4,0,262.15,2.33,SYD,443
77.246.110.179,4,4,0,180.5,2.33,DME,2053
132.226.163.224,4,4,0,382.93,2.33,GRU,8443
31.57.105.39,4,4,0,311.39,2.32,ARN,8443
91.217.76.147,4,4,0,229.27,2.32,HEL,2053
109.120.132.6,4,4,0,326.71,2.31,FRA,443
138.124.15.102,4,4,0,284.01,2.31,ARN,443
194.60.133.209,4,4,0,243.48,2.31,AMS,8443
185.254.158.190,4,4,0,280.62,2.3,ARN,443
89.36.161.10,4,4,0,191.42,2.3,RIX,443
146.235.59.153,4,4,0,349.09,2.3,GRU,2053
212.24.104.79,4,4,0,278.99,2.3,VNO,2053
83.147.252.210,4,3,0.25,327.25,2.3,FRA,443
109.120.157.29,4,4,0,343.67,2.3,FRA,443
31.210.171.80,4,4,0,185.18,2.29,AMS,443
2.59.183.77,4,4,0,194.63,2.28,AMS,443
194.59.247.20,4,4,0,222.43,2.28,AMS,8443
212.34.139.147,4,4,0,236.89,2.27,AMS,443
46.29.239.149,4,4,0,206.24,2.26,AMS,443
195.26.227.28,4,4,0,241.45,2.25,AMS,443
91.90.193.19,4,4,0,192.58,2.25,ZRH,443
139.28.221.179,4,4,0,225.74,2.25,HEL,443
146.103.33.38,4,4,0,186.42,2.25,AMS,443
195.141.59.27,4,4,0,298.33,2.24,ZRH,443
93.152.207.11,4,4,0,228.6,2.24,HEL,443
80.74.27.198,4,4,0,198.71,2.24,AMS,443
5.182.38.168,4,4,0,227.36,2.23,BUD,81
80.242.56.161,4,4,0,285.11,2.23,AMS,8443
91.84.103.35,4,4,0,235.03,2.23,AMS,443
91.84.99.217,4,4,0,238.39,2.22,AMS,443
37.252.5.75,4,4,0,212.38,2.22,TLL,443
31.169.124.136,4,4,0,279.68,2.22,AMS,443
168.100.9.81,4,4,0,187.37,2.21,DUS,443
109.120.158.109,4,4,0,289.36,2.21,AMS,2053
138.124.30.156,4,4,0,236.78,2.21,AMS,443
185.246.152.159,4,4,0,214.52,2.21,AMS,443
146.0.73.211,4,4,0,191.83,2.2,AMS,443
109.172.94.240,4,2,0.5,257.11,2.2,FRA,443
45.131.187.210,4,3,0.25,256.97,2.2,AMS,443
171.22.30.210,4,4,0,265.47,2.2,AMS,443
45.38.139.214,4,4,0,325.14,2.2,ARN,2053
194.87.31.49,4,4,0,273.81,2.2,AMS,443
185.213.211.29,4,4,0,212.05,2.19,AMS,443
91.184.240.228,4,4,0,278.3,2.19,FRA,443
5.45.66.11,4,4,0,207.28,2.19,AMS,443
38.180.59.113,4,4,0,209.08,2.19,FRA,443
62.60.153.58,4,4,0,279.8,2.18,FRA,443
90.156.221.54,4,4,0,248.02,2.18,SIN,443
185.237.185.158,4,4,0,230.06,2.18,VNO,443
194.67.67.158,4,4,0,192.83,2.15,ARN,8443
217.114.7.17,4,4,0,243.71,2.15,ARN,8443
212.34.146.98,4,4,0,276.16,2.15,AMS,2053
80.74.31.211,4,4,0,203.28,2.14,AMS,443
91.219.237.49,4,4,0,216.11,2.14,BUD,443
103.54.18.22,4,4,0,233.33,2.14,AMS,8443
62.60.153.248,4,4,0,306.98,2.13,FRA,443
5.182.39.243,4,4,0,192.39,2.13,MAD,443
37.128.204.4,4,4,0,287.66,2.13,VNO,2053
109.69.57.181,4,4,0,260.5,2.13,AMS,443
38.180.97.176,4,4,0,163.62,2.12,AMS,9443
103.97.88.67,4,4,0,182.21,2.11,AMS,2053
46.249.44.245,4,4,0,167.2,2.11,AMS,8443
31.207.47.231,4,4,0,198.27,2.1,AMS,443
91.84.106.123,4,4,0,256.95,2.1,AMS,443
89.208.104.51,4,4,0,256.02,2.09,FRA,2053
91.227.77.27,4,4,0,295.15,2.09,SOF,8443
77.246.98.67,4,4,0,194.21,2.08,AMS,2053
91.186.216.186,4,4,0,324.91,2.08,FRA,443
141.11.182.13,4,4,0,188.87,2.08,AMS,8080
89.110.67.49,4,4,0,248.77,2.07,AMS,443
212.237.219.183,4,4,0,204.34,2.06,HEL,443
46.22.210.175,4,4,0,233.36,2.06,TLL,2053
178.253.22.108,4,4,0,283.41,2.06,AMS,8443
91.84.107.137,4,4,0,279.56,2.06,AMS,443
45.114.62.226,4,4,0,217,2.05,AMS,443
195.93.253.207,4,4,0,256.49,2.05,AMS,2053
91.186.217.53,4,4,0,356.12,2.04,FRA,443
85.198.109.79,4,3,0.25,215.91,2.04,DME,8443
159.253.23.238,4,4,0,251.97,2.04,TLL,443
193.233.113.59,4,4,0,258.46,2.04,FRA,2053
193.178.169.74,4,4,0,163.22,2.04,AMS,8443
188.132.232.192,4,4,0,316.29,2.04,IST,8443
45.66.10.141,4,4,0,208.39,2.02,AMS,8443
147.45.136.232,4,4,0,252.68,2.02,AMS,8443
185.92.74.108,4,4,0,198.44,2.02,AMS,443
193.188.20.224,4,4,0,269.94,2.01,FRA,443
91.84.108.26,4,4,0,255.6,2,AMS,8443
172.232.157.252,4,4,0,212.76,2,ARN,2053
45.88.67.37,4,4,0,244.67,1.98,AMS,8443
85.202.193.54,4,4,0,181.23,1.98,WAW,8443
194.156.66.29,4,4,0,227.44,1.98,DUS,443
45.12.146.156,4,4,0,190.33,1.97,ARN,443
31.44.2.57,4,4,0,175.44,1.97,AMS,443
65.21.62.180,4,4,0,310.8,1.97,FRA,443
83.147.254.107,4,4,0,292.75,1.97,FRA,443
91.84.103.79,4,4,0,238.61,1.97,AMS,443
213.183.59.144,4,4,0,175.41,1.96,AMS,8443
194.116.216.175,4,4,0,233.01,1.96,AMS,8443
185.126.1.175,4,4,0,253.53,1.96,FRA,2083
213.159.76.202,4,4,0,236.12,1.95,EVN,8443
46.243.6.25,4,4,0,210.83,1.95,ARN,443
77.110.98.247,4,4,0,267.38,1.95,FRA,443
212.23.221.62,4,4,0,215.78,1.95,AMS,443
91.197.3.37,4,4,0,289.78,1.94,VNO,443
77.221.143.154,4,4,0,311.92,1.94,FRA,443
212.192.215.229,4,4,0,272.47,1.94,AMS,8443
147.45.72.87,4,4,0,300.61,1.94,FRA,8443
77.221.140.167,4,4,0,308.98,1.94,FRA,443
213.232.204.28,4,3,0.25,314.31,1.93,ARN,2053
94.131.13.214,4,4,0,314.14,1.93,VNO,443
5.129.239.6,4,4,0,266.25,1.93,AMS,443
85.198.109.141,4,4,0,200.99,1.93,ARN,443
45.43.77.239,4,4,0,288.74,1.93,VNO,443
54.229.164.147,4,4,0,179.12,1.93,DUB,2053
77.238.231.164,4,4,0,268.1,1.92,AMS,443
89.110.119.231,4,4,0,277.59,1.92,AMS,2053
37.221.125.147,4,4,0,146.4,1.92,FRA,8443
160.22.215.254,4,4,0,411.37,1.91,DAC,443
185.186.244.62,4,4,0,221.09,1.91,AMS,81
152.70.55.165,4,4,0,219.6,1.91,AMS,8443
45.10.41.205,4,3,0.25,195.81,1.9,FRA,443
80.211.238.61,4,4,0,215.05,1.9,FCO,443
46.32.184.137,4,4,0,296.87,1.89,VNO,2053
194.87.89.41,4,4,0,251.48,1.89,RIX,443
91.208.162.68,4,4,0,218.89,1.89,WAW,443
185.236.24.10,4,3,0.25,343.15,1.89,ARN,8443
62.60.153.165,4,4,0,306.2,1.89,FRA,443
185.237.185.110,4,4,0,180.68,1.89,VNO,2053
91.84.103.45,4,4,0,260.54,1.88,AMS,443
62.60.152.148,4,4,0,297.25,1.88,FRA,443
188.227.107.9,4,4,0,232.98,1.88,AMS,8443
194.67.200.169,4,4,0,236.89,1.88,ARN,443
31.58.171.230,4,4,0,311.89,1.87,ARN,2053
188.215.31.178,4,4,0,303.63,1.87,ARN,8443
213.159.76.202,4,4,0,231.3,1.87,EVN,8443
193.228.139.153,4,4,0,251.34,1.86,FRA,443
46.8.229.218,4,4,0,258.99,1.84,AMS,2053
62.60.152.211,4,4,0,318.88,1.84,FRA,443
38.244.137.32,4,4,0,303.46,1.83,HEL,443
46.22.211.37,4,4,0,233.46,1.83,TLL,443
45.67.229.128,4,4,0,212.29,1.83,WAW,81
91.84.105.40,4,4,0,262.44,1.82,AMS,443
185.70.185.92,4,4,0,171.91,1.81,AMS,443
147.45.244.217,4,4,0,244.95,1.81,AMS,2053
212.115.108.60,4,4,0,245.52,1.81,LHR,2083
85.206.172.44,4,4,0,254.45,1.81,VNO,443
103.102.228.113,4,3,0.25,290.99,1.8,AMS,443
89.110.102.169,4,4,0,265.63,1.8,AMS,2053
45.139.184.183,4,4,0,164.36,1.8,AMS,8443
95.182.115.127,4,4,0,327.26,1.79,ARN,443
109.207.173.100,4,4,0,238.84,1.79,AMS,2053
45.82.80.96,4,4,0,207.89,1.79,ARN,443
147.45.111.106,4,4,0,284.79,1.79,AMS,2053
45.88.183.55,4,4,0,177.08,1.79,BOM,2053
95.182.115.50,4,4,0,440.51,1.79,ARN,8443
140.82.57.251,4,4,0,190.21,1.79,AMS,8443
91.84.104.248,4,4,0,242.15,1.78,AMS,8443
195.26.230.188,4,4,0,272.18,1.78,HEL,443
185.225.17.233,4,4,0,221.07,1.78,OTP,2053
185.200.106.90,4,4,0,217.34,1.78,AMS,8443
185.82.126.239,4,4,0,269.43,1.77,ARN,2053
46.32.187.115,4,4,0,278.95,1.77,VNO,443
86.105.252.223,4,4,0,192.4,1.77,AMS,2053
91.84.102.192,4,4,0,252.92,1.77,AMS,8443
91.84.101.135,4,4,0,254.82,1.76,AMS,443
70.34.218.89,4,4,0,243.37,1.76,ARN,443
45.38.143.139,4,4,0,299.32,1.76,ARN,8443
66.151.34.203,4,4,0,272.56,1.76,HEL,443
84.253.122.138,4,4,0,202.1,1.74,DME,8443
194.156.103.67,4,4,0,214.1,1.73,EVN,443
87.120.222.73,4,4,0,254.77,1.73,ZRH,443
5.253.189.224,4,4,0,282.58,1.73,AMS,443
91.84.106.75,4,4,0,257.63,1.73,AMS,8443
185.185.41.34,4,4,0,214.71,1.73,DUS,443
109.235.246.34,4,4,0,266.12,1.73,TLL,443
46.29.237.53,4,4,0,187.39,1.72,AMS,8443
80.77.25.142,4,4,0,260.26,1.72,TLL,443
77.221.148.189,4,4,0,259.91,1.71,FRA,443
65.20.113.182,4,3,0.25,228.82,1.71,ARN,443
38.180.122.29,4,4,0,155,1.71,AMS,8443
194.55.137.25,4,3,0.25,247.53,1.7,AMS,443
193.17.183.80,4,4,0,293.47,1.7,MAD,443
85.193.90.131,4,3,0.25,194.21,1.7,DME,8443
45.85.93.83,4,4,0,215.12,1.7,LYS,443
77.238.233.27,4,4,0,252.05,1.69,AMS,443
45.140.147.108,4,4,0,209.42,1.69,AMS,8443
185.114.72.31,4,4,0,264.36,1.69,MAD,8443
93.115.10.237,4,4,0,281.08,1.69,SOF,8443
2.59.183.210,4,4,0,159.81,1.69,AMS,443
43.250.54.107,4,4,0,289.79,1.68,AMS,8443
194.247.183.118,4,4,0,237.15,1.68,AMS,443
185.4.180.39,4,4,0,221.21,1.67,TLL,443
89.110.81.200,4,4,0,261.02,1.67,AMS,8443
212.227.144.37,4,4,0,244.39,1.67,MAD,8443
185.82.126.247,4,3,0.25,303.39,1.67,ARN,2053
80.209.237.38,4,4,0,276.95,1.67,VNO,2053
38.180.13.8,4,4,0,281.56,1.66,YUL,2053
51.21.156.13,4,4,0,198.59,1.66,ARN,443
138.124.16.38,4,4,0,257.74,1.66,AMS,8443
46.30.47.125,4,4,0,341.46,1.65,AMS,443
45.12.69.118,4,4,0,389.02,1.64,AMS,443
45.12.145.254,4,4,0,181.73,1.64,AMS,443
84.19.3.71,4,4,0,294.3,1.64,HEL,443
91.84.103.205,4,4,0,266.65,1.64,AMS,8443
83.147.252.215,4,4,0,329.63,1.64,FRA,443
20.235.220.189,4,4,0,151.2,1.64,BOM,443
138.124.25.162,4,4,0,257.21,1.63,FRA,443
77.238.232.228,4,4,0,244.4,1.63,AMS,8443
77.83.247.48,4,4,0,205.29,1.62,HEL,8443
91.186.219.143,4,3,0.25,319.99,1.62,FRA,2053
38.180.248.167,4,4,0,221.04,1.62,TLL,8443
45.43.76.184,4,4,0,281.33,1.62,VNO,2053
198.105.125.82,4,4,0,229.45,1.62,ARN,443
91.208.206.103,4,4,0,232.42,1.62,KIV,443
88.210.11.164,4,4,0,169.74,1.6,AMS,22284
216.10.243.159,4,4,0,313.63,1.6,BOM,443
91.197.1.21,4,4,0,293.28,1.6,VNO,443
195.231.81.101,4,4,0,203.42,1.58,MXP,443
185.167.96.119,4,4,0,273.46,1.58,AMS,2053
38.244.137.183,4,4,0,309.84,1.58,HEL,443
45.144.154.195,4,3,0.25,286.7,1.57,AMS,443
185.225.17.233,4,4,0,239.27,1.57,OTP,2053
93.152.207.12,4,4,0,238.62,1.57,HEL,443
185.195.69.19,4,4,0,209.71,1.55,ZRH,443
134.122.60.51,4,4,0,278.16,1.55,AMS,2083
91.186.219.75,4,4,0,267.26,1.55,FRA,443
45.90.13.200,4,4,0,193.46,1.54,AMS,443
185.14.30.166,4,4,0,166.89,1.54,AMS,8443
46.226.161.12,4,4,0,334.67,1.53,FRA,2053
45.114.60.61,4,4,0,251.92,1.53,AMS,443
85.192.60.62,4,4,0,332.04,1.53,FRA,443
37.27.6.95,4,4,0,297.56,1.53,FRA,2053
146.0.79.109,4,4,0,193.94,1.52,AMS,443
31.56.206.159,4,4,0,325.71,1.52,ARN,2053
91.148.134.83,4,4,0,331.93,1.52,SCL,8443
51.250.15.177,4,3,0.25,181.5,1.51,ARN,2053
45.133.246.116,4,4,0,229.07,1.51,ARN,443
185.245.107.188,4,4,0,272.6,1.51,AMS,443
185.14.30.166,4,4,0,178.3,1.51,AMS,8443
94.131.112.176,4,4,0,205.59,1.5,AMS,443
5.129.208.147,4,4,0,254.87,1.5,FRA,8443
77.223.96.232,4,4,0,135.38,1.5,ARN,443
185.230.143.55,4,4,0,338.15,1.49,FRA,443
185.23.238.101,4,4,0,298.07,1.49,AMS,2053
91.184.248.36,4,4,0,321.16,1.49,FRA,443
45.88.67.129,4,4,0,260.97,1.49,AMS,443
89.22.232.254,4,4,0,308.09,1.48,FRA,443
5.144.179.95,4,4,0,320.76,1.48,ARN,2053
66.151.35.81,4,4,0,274.36,1.48,HEL,443
219.65.73.81,4,1,0.75,242.39,1.46,NAG,443
46.149.73.96,4,4,0,180.45,1.46,AMS,2053
185.92.183.239,4,3,0.25,307.42,1.46,ARN,8443
91.146.26.97,4,4,0,231.21,1.46,ARN,443
5.35.108.237,4,4,0,260.34,1.45,ALA,18443
185.121.233.231,4,4,0,233.1,1.45,AMS,8443
51.15.47.222,4,4,0,223.02,1.44,AMS,3443
188.253.23.21,4,4,0,285.51,1.44,VNO,443
185.204.52.112,4,4,0,168.93,1.44,AMS,443
46.229.212.218,4,4,0,184.89,1.44,DME,2053
93.115.16.24,4,4,0,191.77,1.44,AMS,8443
5.178.96.130,4,3,0.25,270.46,1.44,ARN,2053
209.38.45.9,4,4,0,263.97,1.43,AMS,2083
89.110.84.119,4,4,0,259.7,1.43,AMS,443
212.34.134.37,4,4,0,256.98,1.43,AMS,8443
185.250.148.240,4,4,0,230.83,1.43,KIV,443
62.60.245.155,4,4,0,336.12,1.42,FRA,443
91.199.160.142,4,4,0,366.83,1.42,FRA,443
79.132.139.30,4,4,0,193.83,1.42,AMS,443
45.144.154.236,4,4,0,278.25,1.42,AMS,443
85.192.31.30,4,4,0,307.22,1.42,FRA,443
152.53.118.199,4,4,0,187.63,1.41,FRA,2012
95.182.115.72,4,4,0,312.71,1.41,ARN,443
46.29.237.53,4,4,0,214.59,1.41,AMS,8443
193.57.139.78,4,3,0.25,218.91,1.4,BEG,81
37.128.205.47,4,4,0,290.68,1.4,VNO,443
46.22.211.46,4,4,0,205.97,1.4,TLL,443
46.22.210.175,4,4,0,235.97,1.39,TLL,2053
213.183.51.146,4,4,0,192.77,1.38,AMS,2053
193.0.179.117,4,4,0,243.62,1.37,AMS,443
77.221.140.186,4,4,0,310.04,1.37,FRA,443
188.253.17.31,4,4,0,280.52,1.36,RIX,443
193.239.160.25,4,4,0,307.42,1.36,SOF,443
45.43.88.13,4,4,0,285.37,1.36,FRA,8443
5.178.96.189,4,4,0,319.26,1.35,ARN,2053
107.172.145.153,4,4,0,275.84,1.35,DUB,443
2.56.204.183,4,4,0,202.36,1.35,EVN,443
93.152.207.174,4,4,0,240.93,1.35,HEL,443
5.180.21.2,4,2,0.5,259.56,1.35,AMS,8443
85.192.60.51,4,4,0,270.78,1.35,FRA,2053
185.157.214.38,4,4,0,242.96,1.34,AMS,443
45.43.79.121,4,4,0,274.34,1.34,RIX,443
213.21.222.224,4,4,0,173.56,1.33,RIX,443
203.18.98.197,4,3,0.25,274.79,1.33,ARN,2053
5.180.182.245,4,4,0,247.59,1.33,AMS,8443
45.155.7.100,4,4,0,165.58,1.33,AMS,2053
31.58.171.230,4,4,0,323.58,1.33,ARN,2053
31.56.204.194,4,4,0,300.61,1.32,ARN,443
89.169.35.91,4,4,0,344.5,1.32,FRA,8443
94.177.51.214,4,4,0,282.86,1.32,AMS,2053
91.84.103.232,4,4,0,255.5,1.32,AMS,443
159.223.224.134,4,4,0,283.43,1.32,AMS,443
95.182.99.108,4,3,0.25,323.84,1.32,ARN,8443
188.241.241.123,4,4,0,296.39,1.32,FRA,2053
176.57.212.248,4,4,0,241.28,1.31,AMS,2053
185.82.218.224,4,4,0,264.27,1.31,SOF,443
45.150.64.245,4,4,0,190.9,1.31,ARN,2053
31.57.62.224,4,4,0,317.68,1.31,ARN,2053
45.88.67.65,4,4,0,249.06,1.31,AMS,443
83.217.211.100,4,4,0,238.51,1.31,AMS,8443
45.91.193.35,4,4,0,305.16,1.3,ARN,2053
91.84.104.172,4,4,0,245.09,1.29,AMS,443
2.56.204.246,4,4,0,198.31,1.29,EVN,443
89.169.8.145,4,4,0,214.75,1.29,AMS,443
185.121.232.7,4,4,0,283.62,1.29,AMS,8443
212.193.1.234,4,4,0,283.25,1.28,AMS,443
79.174.13.53,4,4,0,249.21,1.28,DME,443
185.117.119.93,4,4,0,251.12,1.28,HEL,2053
89.110.126.81,4,4,0,275.77,1.27,AMS,443
185.128.106.94,4,4,0,185.11,1.27,ARN,443
193.164.155.27,4,3,0.25,290.3,1.27,ARN,8443
185.94.164.160,4,4,0,281.76,1.27,AMS,443
194.87.200.203,4,4,0,269.01,1.27,ARN,443
213.21.227.183,4,4,0,198.09,1.27,RIX,443
45.12.145.134,4,4,0,193.69,1.26,AMS,443
217.156.65.86,4,4,0,225.67,1.26,KIV,443
5.180.98.146,4,4,0,46.1,1.26,HKG,22827
185.157.214.38,4,4,0,245.09,1.26,AMS,443
95.183.51.10,4,4,0,206.3,1.25,FRA,8443
193.37.68.197,4,4,0,296.79,1.24,AMS,443
37.32.126.248,4,4,0,200.72,1.24,IST,443
45.9.75.166,4,4,0,172.02,1.24,ARN,443
94.103.95.115,4,4,0,183.91,1.23,AMS,443
45.88.77.143,4,4,0,174.69,1.23,AMS,8443
195.133.17.18,4,4,0,284.15,1.23,DUS,2053
171.22.117.106,4,4,0,216.7,1.23,AMS,443
80.76.34.191,4,4,0,272.44,1.23,AMS,443
45.142.215.242,4,4,0,218.77,1.22,RIX,8443
45.91.193.35,4,4,0,311.12,1.22,ARN,2053
193.228.90.99,4,4,0,208.4,1.22,FRA,443
212.87.223.196,4,4,0,236.23,1.2,AMS,443
5.180.182.245,4,4,0,263.18,1.2,AMS,8443
66.151.34.105,4,4,0,276.36,1.19,HEL,2053
31.57.105.33,4,4,0,320.01,1.18,ARN,8443
38.180.122.29,4,4,0,169.16,1.18,AMS,8443
45.86.86.53,4,4,0,224.5,1.18,OTP,443
13.200.192.197,4,4,0,139.54,1.18,BOM,443
95.182.99.108,4,3,0.25,292.34,1.17,ARN,8443
31.57.62.175,4,4,0,350.91,1.17,ARN,2053
185.167.96.119,4,4,0,248.55,1.17,AMS,2053
188.130.206.254,4,3,0.25,304.22,1.16,ARN,8443
185.236.22.207,4,4,0,187.41,1.16,RIX,443
195.200.29.202,4,4,0,252.01,1.15,AMS,443
194.116.216.175,4,4,0,249.07,1.14,AMS,8443
193.178.169.74,4,4,0,190.89,1.14,DME,8443
91.84.101.164,4,4,0,284.77,1.14,AMS,443
5.45.70.203,4,4,0,179.61,1.14,AMS,443
185.245.105.178,4,4,0,254.39,1.14,AMS,443
5.189.254.114,4,4,0,377.63,1.14,ARN,443
91.132.58.85,4,4,0,161.19,1.13,AMS,443
194.87.252.218,4,4,0,170.19,1.13,ARN,2053
45.85.93.49,4,4,0,154.3,1.13,LYS,443
103.80.87.22,4,4,0,289.79,1.13,AMS,443
2.59.183.114,4,4,0,190.4,1.13,AMS,443
45.144.234.82,4,4,0,302.21,1.13,ARN,2053
45.140.146.23,4,4,0,238.81,1.13,KIV,8443
31.57.62.145,4,4,0,314.82,1.12,ARN,2053
176.57.211.166,4,4,0,195.74,1.12,DME,8443
94.131.12.15,4,4,0,152.6,1.12,ZRH,443
93.183.91.7,4,4,0,231.84,1.11,AMS,8443
80.74.28.213,4,4,0,191.69,1.11,AMS,443
94.131.110.132,4,4,0,192.98,1.11,FRA,81
185.190.250.26,4,4,0,297.34,1.11,SOF,7445
212.34.138.139,4,4,0,247.46,1.1,AMS,8443
54.216.143.197,4,4,0,233.04,1.1,DUB,443
5.144.179.95,4,4,0,313.36,1.1,ARN,2053
213.176.67.146,4,4,0,254.72,1.1,FRA,443
194.87.26.144,4,4,0,241.41,1.1,AMS,443
45.61.137.36,4,4,0,195.2,1.09,DUS,443
151.242.43.44,4,3,0.25,303.91,1.09,ARN,8443
89.150.59.208,4,4,0,173.79,1.09,AMS,443
185.212.60.75,4,4,0,146.43,1.09,FRA,443
45.155.7.100,4,4,0,161.85,1.09,AMS,2053
45.14.247.168,4,4,0,183.27,1.09,FRA,2053
91.84.110.245,4,4,0,261.91,1.09,AMS,443
62.60.244.25,4,4,0,285.32,1.09,FRA,443
38.180.18.247,4,4,0,179.77,1.08,AMS,8443
93.183.88.9,4,4,0,259.3,1.08,AMS,2053
45.38.143.215,4,4,0,309.15,1.08,ARN,443
109.107.164.141,4,4,0,255.83,1.08,AMS,443
2.59.183.222,4,4,0,195.71,1.08,AMS,443
95.164.114.121,4,4,0,277.07,1.08,AKX,8443
88.210.11.164,4,4,0,183.29,1.08,AMS,22284
31.56.204.53,4,4,0,324.63,1.08,ARN,443
91.186.219.237,4,4,0,304.21,1.08,FRA,443
185.128.106.27,4,3,0.25,179.72,1.07,ARN,443
104.249.40.144,4,4,0,301.25,1.07,AMS,443
185.233.203.113,4,4,0,273.9,1.07,AMS,443
188.253.19.164,4,4,0,315.94,1.07,VNO,443
185.4.72.98,4,4,0,249.54,1.07,TLL,2053
82.115.19.143,4,4,0,174.88,1.07,FRA,443
69.12.83.246,4,4,0,269.54,1.06,WAW,8443
185.205.210.83,4,4,0,241.06,1.06,SOF,443
194.113.104.187,4,4,0,174.92,1.06,DME,8443
194.116.216.209,4,4,0,229.59,1.06,AMS,8443
194.53.54.84,4,4,0,250.23,1.06,HEL,2053
98.70.26.236,4,4,0,133.97,1.05,BOM,443
185.128.106.50,4,4,0,192.48,1.05,ARN,443
46.243.6.218,4,4,0,202.2,1.05,HEL,443
83.222.22.61,4,4,0,197.19,1.04,ARN,2053
188.215.31.110,4,3,0.25,287.06,1.04,ARN,2053
93.152.207.116,4,4,0,237.74,1.04,HEL,443
62.60.153.179,4,4,0,277.44,1.04,FRA,443
185.245.105.178,4,4,0,245.69,1.04,AMS,443
84.253.122.138,4,4,0,206.25,1.04,ARN,8443
185.233.83.81,4,4,0,185.28,1.04,ARN,443
217.145.79.119,4,3,0.25,361.3,1.04,ARN,8443
194.0.194.71,4,4,0,275.48,1.03,AMS,2053
195.200.29.32,4,4,0,253.22,1.03,AMS,443
194.8.6.33,4,4,0,174.16,1.03,RIX,443
188.215.31.56,4,4,0,299.67,1.03,ARN,443
45.91.203.74,4,4,0,201.31,1.02,AMS,443
78.159.131.144,4,4,0,280.61,1.01,AMS,443
31.56.204.252,4,3,0.25,265.07,1.01,ARN,8443
46.151.31.91,4,4,0,178.86,1.01,AMS,2053
185.216.13.153,4,4,0,185.07,1.01,AMS,2053
212.34.141.168,4,4,0,247.16,1,AMS,8443
185.112.82.28,4,4,0,196.19,1,HEL,443
89.110.80.131,4,4,0,269.3,0.99,AMS,8443
212.193.4.53,4,4,0,253.55,0.99,FRA,443
94.131.123.173,4,4,0,203.18,0.99,AMS,443
77.81.65.9,4,4,0,290.49,0.99,HEL,2053
91.84.99.166,4,4,0,267.14,0.98,AMS,443
185.20.225.208,4,4,0,190.42,0.98,ARN,8443
109.120.139.194,4,4,0,316.79,0.98,FRA,2053
95.169.192.234,4,4,0,161.68,0.98,AMS,443
65.109.181.192,4,4,0,310.37,0.98,FRA,4475
176.97.74.41,4,4,0,239.15,0.98,TLL,2053
38.180.117.83,4,4,0,171.87,0.97,AMS,443
65.109.209.245,4,4,0,330.41,0.97,FRA,8443
195.200.30.230,4,1,0.75,231.06,0.96,AMS,443
168.100.9.27,4,4,0,167.39,0.96,DUS,443
89.46.131.91,4,4,0,178.37,0.96,AMS,443
45.91.193.198,4,4,0,298.65,0.96,ARN,8443
185.117.116.214,4,3,0.25,224.86,0.95,HEL,443
5.101.179.212,4,4,0,249.98,0.95,TLL,8443
185.82.126.206,4,4,0,284.99,0.95,ARN,2053
62.60.229.255,4,4,0,263.53,0.95,FRA,443
43.250.54.63,4,4,0,277.62,0.94,AMS,8443
51.250.15.177,4,4,0,205.02,0.94,ARN,2053
152.67.125.174,4,2,0.5,262.9,0.94,SYD,443
45.87.3.224,4,4,0,229.6,0.93,AMS,2053
83.147.254.243,4,4,0,309.08,0.93,FRA,443
